2,1
5,1
10,1
19,1
27,1
31,1
36,1
47,1
49,1
3,2
4,2
55,2
56,2
120,3
121,4
122,4
123,4
6,5
7,5
8,5
9,5
124,5
125,5
126,5
127,7
128,7
129,7
130,7
131,8
132,8
133,8
134,8
135,8
136,9
137,9
138,9
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
119,10
139,10
140,10
141,11
142,11
143,11
144,11
145,11
146,11
147,11
148,11
149,11
150,11
151,11
152,11
153,11
154,11
155,12
156,12
157,12
158,12
159,12
160,12
161,12
162,12
163,12
164,12
165,13
166,13
167,13
168,13
169,13
170,13
171,13
172,13
173,13
174,13
175,13
176,14
177,14
178,14
179,14
180,14
181,14
182,14
183,14
184,14
185,14
186,14
187,14
188,14
189,15
190,15
191,15
192,15
193,15
194,16
195,16
196,16
197,16
198,16
199,16
200,16
201,16
202,17
203,17
204,17
205,17
206,17
207,17
208,17
209,17
210,17
211,17
212,17
213,17
214,17
215,18
216,18
217,18
218,18
219,18
220,18
221,18
20,19
21,19
22,19
23,19
24,19
25,19
26,19
222,19
223,19
224,19
225,21
226,21
227,21
228,21
229,21
230,21
231,21
232,21
233,22
234,22
235,22
236,22
237,23
238,23
239,23
240,23
241,23
28,27
29,27
30,27
242,27
243,27
244,28
245,28
246,29
247,29
248,30
249,30
32,31
33,31
34,31
35,31
37,36
38,36
39,36
40,36
41,36
42,36
43,36
44,36
45,36
46,36
112,36
250,37
251,37
252,37
253,37
254,38
255,38
256,38
257,38
258,38
259,39
260,39
261,44
262,44
263,44
264,44
265,45
266,45
267,45
268,45
269,46
270,46
271,46
272,46
48,47
50,47
51,47
52,47
53,47
54,47
273,48
274,48
275,48
276,48
57,49
58,49
59,49
60,49
277,49
278,49
279,49
280,50
281,50
282,50
283,54
284,54
285,54
286,54
287,54
288,54
289,55
113,112
114,112
115,112
116,112
117,112
118,112
