428,2
430,2
442,2
449,2
901,2
921,2
950,2
970,2
974,2
981,2
1078,2
714,6
715,6
1045,6
1068,6
1503,6
1708,6
485,24
771,24
780,24
800,24
883,24
1017,24
1036,24
1482,24
1522,24
486,25
489,25
491,25
494,25
495,25
769,25
783,25
873,25
930,25
1005,25
1006,25
1007,25
1025,25
1481,25
1586,25
1094,26
1686,28
1683,29
1685,30
240,33
1032,33
1039,33
1042,33
385,34
583,34
1077,34
1462,34
1463,34
1643,38
898,40
986,41
916,43
1090,43
1483,53
66,55
441,55
951,55
955,55
1484,56
1664,59
1666,59
1667,59
1670,59
1671,59
1672,59
1673,59
1677,59
1689,59
1697,59
1699,59
1692,60
1599,113
1600,113
1601,113
1602,114
1603,114
1604,115
1605,115
1606,116
1607,116
1608,116
1609,116
1610,116
1611,117
1612,117
1613,118
1614,118
48,119
1619,119
1621,119
1622,119
241,120
242,120
426,120
431,120
432,120
433,120
435,120
744,120
797,120
944,120
960,120
1661,120
1665,120
1701,120
333,121
337,121
338,121
448,121
342,122
447,122
745,122
893,122
932,122
429,123
446,123
450,123
943,123
1497,123
422,124
423,124
439,124
716,124
748,124
749,124
754,124
755,124
756,124
757,124
758,124
1631,124
282,125
373,125
530,125
534,125
535,125
570,125
746,125
896,125
907,125
946,125
949,125
1071,126
105,127
108,127
256,127
265,127
266,127
268,127
271,127
277,127
279,127
280,127
283,127
285,127
286,127
287,127
290,127
291,127
292,127
293,127
294,127
295,127
298,127
370,127
371,127
374,127
384,127
386,127
543,127
544,127
545,127
550,127
556,127
557,127
558,127
561,127
562,127
568,127
569,127
575,127
739,127
765,127
766,127
767,127
812,127
820,127
821,127
823,127
824,127
833,127
845,127
915,127
961,127
966,127
978,127
1062,127
1075,127
1080,127
1100,127
1112,127
1113,127
1128,127
1130,127
1131,127
1132,127
1133,127
1486,127
1489,127
1498,127
1623,127
1624,127
1633,127
1634,127
1687,127
1703,127
1706,127
1707,127
18,128
20,128
36,128
102,128
103,128
109,128
110,128
260,128
377,128
378,128
392,128
906,128
928,128
1052,128
1500,128
1504,128
1627,128
1499,129
264,130
379,130
380,130
381,130
382,130
388,130
390,130
425,130
567,130
572,130
573,130
844,130
857,130
1081,130
1108,130
1628,130
236,131
221,132
229,132
239,132
329,132
334,132
393,132
394,132
395,132
396,132
397,132
398,132
404,132
407,132
408,132
698,132
727,132
849,132
850,132
852,132
854,132
856,132
983,132
1121,132
223,133
225,133
226,133
227,133
335,133
400,133
403,133
406,133
418,133
419,133
420,133
531,133
697,133
701,133
729,133
839,133
846,133
847,133
851,133
859,133
861,133
863,133
1110,133
1111,133
1134,133
1501,133
232,134
233,134
234,134
414,134
415,134
753,134
222,135
228,135
230,135
231,135
235,135
399,135
411,135
412,135
416,135
421,135
726,135
728,135
855,135
910,135
912,135
980,135
1000,135
99,136
100,136
262,136
263,136
267,136
1067,136
1573,136
1712,136
97,137
250,137
251,137
252,137
253,137
254,137
255,137
269,137
718,137
818,137
836,137
897,137
1074,137
1099,137
1107,137
1571,137
1572,137
1574,137
1575,137
1629,137
261,138
270,138
808,138
1554,138
1555,138
1556,138
1557,138
1558,138
1713,138
1695,139
1702,139
1615,140
153,141
502,141
938,141
1056,141
154,142
171,142
778,142
971,142
1092,142
162,143
168,143
169,143
145,144
152,144
258,144
332,144
779,144
1688,144
161,145
167,145
164,146
165,146
176,147
178,147
720,147
937,147
146,148
148,148
149,148
155,148
170,148
1057,148
1061,148
1118,148
143,149
144,149
160,149
163,149
500,149
929,149
954,149
1135,149
156,151
157,151
158,151
159,151
926,151
1001,151
150,152
151,152
147,154
172,154
174,154
1058,154
1116,154
325,155
336,155
350,155
354,155
357,155
248,157
355,157
356,157
358,157
206,158
274,158
276,158
296,158
320,158
348,158
546,158
547,158
548,158
551,158
552,158
553,158
554,158
813,158
832,158
962,158
1003,158
1022,158
1082,158
1105,158
188,159
322,159
347,159
353,159
304,160
305,160
306,160
312,160
327,160
359,160
712,160
878,160
1064,160
1102,160
201,161
205,161
272,161
273,161
299,161
300,161
301,161
302,161
309,161
310,161
311,161
315,161
316,161
324,161
330,161
343,161
352,161
364,161
706,161
763,161
1041,161
214,162
246,162
321,162
349,162
351,162
711,162
979,162
1016,162
1505,162
187,163
189,163
207,163
297,163
308,163
319,163
894,163
924,163
963,163
1034,163
208,164
307,164
705,164
865,164
1087,164
1088,164
126,165
134,165
140,165
123,166
128,166
133,166
113,167
345,167
114,168
118,169
130,169
139,169
514,169
515,169
796,169
1044,169
1493,169
127,170
131,170
132,170
129,171
141,171
136,172
717,172
1046,172
115,173
116,173
117,173
853,173
892,173
142,174
120,175
121,175
122,175
124,175
125,175
135,175
137,175
138,175
424,175
516,175
518,175
721,175
731,175
4,176
890,176
2,177
3,177
8,177
871,177
1048,177
1095,177
1129,177
11,178
22,178
33,178
1620,178
6,179
7,179
19,179
28,179
29,179
30,179
41,179
111,179
389,179
790,179
1076,179
1093,179
49,180
774,180
10,181
25,181
26,181
40,181
826,181
9,182
12,182
259,182
803,182
866,182
867,182
1002,182
1053,182
21,183
24,183
27,183
31,183
32,183
1693,183
13,184
14,184
15,184
16,184
44,184
405,184
817,184
969,184
45,185
46,185
47,185
738,185
831,185
922,185
923,185
1037,185
1630,185
5,186
34,186
35,186
39,186
42,186
507,186
723,186
724,186
793,186
834,186
835,186
1049,186
1114,186
1445,186
23,187
506,187
902,187
17,188
1009,188
1616,188
1617,188
1618,188
51,189
328,189
508,189
509,189
872,189
50,190
54,190
57,190
249,190
331,190
722,190
1070,190
1117,190
1491,190
1507,190
56,191
243,191
344,191
346,191
719,191
55,192
60,192
62,192
58,193
59,193
61,193
340,193
789,193
67,194
75,194
876,194
945,194
1060,194
510,195
743,195
72,196
511,196
794,196
70,197
73,197
74,197
503,197
64,198
63,200
65,200
512,200
578,200
791,200
925,200
68,201
69,201
71,201
76,201
77,201
317,201
707,203
710,203
1646,204
186,205
197,205
199,205
211,205
209,206
200,207
709,207
1097,207
184,208
185,208
202,208
203,208
257,208
275,208
965,208
191,210
192,210
193,210
365,210
104,211
212,211
213,211
215,211
216,211
217,211
218,211
492,211
798,211
204,212
179,213
180,213
182,213
183,213
194,213
196,213
198,213
219,213
366,213
367,213
1031,213
1043,213
1065,213
181,214
339,214
864,214
1004,214
1008,214
93,215
94,215
1051,215
1143,215
80,216
81,216
86,216
88,216
505,216
513,216
1021,216
1096,216
1490,216
89,217
90,217
1050,217
95,218
210,218
1047,218
79,219
504,219
1014,219
82,220
87,220
91,220
891,220
83,221
84,221
85,221
92,221
781,222
782,222
785,222
786,222
787,222
870,222
885,222
886,222
1027,222
1028,222
1030,222
1072,222
43,223
482,223
483,223
487,223
488,223
770,223
776,223
802,223
889,223
1055,223
1141,223
484,224
888,224
1029,224
360,226
725,226
777,226
875,226
881,226
935,226
1020,226
361,227
931,227
936,227
1013,227
1019,227
1480,227
1487,227
437,229
490,229
496,229
497,229
773,229
879,229
903,229
1018,229
1035,229
1091,229
1485,229
768,230
799,230
877,230
884,231
920,231
708,232
882,232
1010,232
1137,233
1136,234
1138,234
1488,234
1139,236
917,237
942,237
919,238
948,238
1101,238
1104,238
1142,238
1144,238
1506,238
940,239
941,239
958,239
1103,239
1140,239
1492,239
959,240
918,241
947,241
1714,242
1682,243
1684,243
874,244
1011,244
314,246
323,246
368,246
391,246
539,246
585,246
752,246
810,246
814,246
904,246
909,246
933,246
968,246
1109,246
1502,246
1635,246
1636,246
376,247
529,247
586,247
750,247
759,247
760,247
761,247
868,247
905,247
1033,247
736,248
737,248
967,248
1085,248
1476,248
1477,248
1479,248
341,249
869,249
887,249
989,249
1024,249
1073,249
1478,249
899,250
784,258
913,259
987,259
1458,259
1459,259
1460,259
1461,259
78,264
804,264
1464,264
1465,264
1466,264
1467,264
858,266
914,266
1446,266
1447,266
1448,266
1449,266
1450,266
1451,266
1452,266
1453,266
1454,266
1455,266
1456,266
1457,266
1711,266
582,269
1632,269
1709,273
801,277
990,277
992,277
993,277
996,277
997,277
1468,277
1469,277
1470,277
1471,277
1472,277
1658,277
1668,277
1669,277
1675,277
1691,277
991,278
995,278
998,278
1012,278
1023,278
1054,278
1473,278
1474,278
1475,278
1674,278
1678,278
1679,278
1680,278
1681,278
1690,278
1700,278
1710,278
1509,279
1510,279
1511,279
1698,279
1083,280
1637,280
1639,280
1641,280
1642,280
732,281
1119,281
1638,281
1640,281
1644,281
1645,281
733,282
734,282
1120,282
466,283
471,283
473,283
474,283
478,283
840,283
464,284
1495,284
1496,284
1508,284
453,285
455,285
468,285
472,285
476,285
772,285
805,285
807,285
985,285
994,285
1026,285
1125,285
1126,285
1494,285
1559,285
1694,285
1705,285
454,286
463,286
469,286
470,286
742,286
827,286
828,286
452,287
456,287
461,287
462,287
475,287
479,287
480,287
481,287
806,287
829,287
900,287
977,287
984,287
1124,287
1561,287
1704,287
451,288
457,288
458,288
459,288
460,288
975,288
976,288
1123,288
1560,288
245,289
427,289
440,289
443,289
444,289
445,289
713,289
956,289
1098,289
